Date,Open,High,Low,Close,Adj Close,Volume
2023-07-05 00:00:00,30763.0,30868.0,30204.0,30489.0,30489.0,793271.68283592
2023-07-04 00:00:00,31162.0,31323.0,30650.0,30765.0,30765.0,581072.940714
2023-07-03 00:00:00,30620.0,31382.0,30586.0,31117.0,31117.0,797091.1676396
2023-07-02 00:00:00,30585.0,30780.0,30185.0,30569.0,30569.0,575551.0221276201
2023-07-01 00:00:00,30469.0,30656.0,30320.0,30583.0,30583.0,447973.16736795
2023-06-30 00:00:00,30446.0,31500.0,29533.0,30472.0,30472.0,2322485.7662916
2023-06-29 00:00:00,30102.0,30832.0,30069.0,30484.0,30484.0,1159838.10395492
2023-06-28 00:00:00,30677.0,30677.0,29848.0,30063.0,30063.0,2861353.62829338
2023-06-27 00:00:00,30265.0,30977.0,30223.0,30677.0,30677.0,1377007.38459305
2023-06-26 00:00:00,30466.0,30650.0,29927.0,30276.0,30276.0,1184607.81401436
2023-06-25 00:00:00,30528.0,31037.0,30285.0,30448.0,30448.0,545444.96321392
2023-06-24 00:00:00,30651.0,30796.0,30281.0,30527.0,30527.0,705532.03844207
2023-06-23 00:00:00,29889.0,31500.0,29795.0,30674.0,30674.0,3983290.93666336
2023-06-22 00:00:00,29991.0,30500.0,29550.0,29886.0,29886.0,2911595.60329248
2023-06-21 00:00:00,28309.0,30784.0,28272.0,30006.0,30006.0,4222654.44871734
2023-06-20 00:00:00,26816.0,28384.0,26669.0,28312.0,28312.0,1738190.13093656
2023-06-19 00:00:00,26343.0,27061.0,26250.0,26774.0,26774.0,730088.00080436
2023-06-18 00:00:00,26512.0,26701.0,26253.0,26343.0,26343.0,298480.43286981
2023-06-17 00:00:00,26344.0,26833.0,26227.0,26518.0,26518.0,709413.3824358999
2023-06-16 00:00:00,25553.0,26518.0,25196.0,26343.0,26343.0,2052577.68728022
2023-06-15 00:00:00,25130.0,25714.0,24805.0,25595.0,25595.0,1753205.57465565
2023-06-14 00:00:00,25937.0,26087.0,24838.0,25130.0,25130.0,2734048.7751423
2023-06-13 00:00:00,25913.0,26394.0,25716.0,25924.0,25924.0,840324.19190924
2023-06-12 00:00:00,25929.0,26086.0,25633.0,25908.0,25908.0,329933.7606036
2023-06-11 00:00:00,25847.0,26189.0,25637.0,25929.0,25929.0,431836.6735318499
2023-06-10 00:00:00,26477.0,26533.0,25385.0,25840.0,25840.0,1812645.5325728
2023-06-09 00:00:00,26491.0,26751.0,26274.0,26465.0,26465.0,552471.9161181
2023-06-08 00:00:00,26334.0,26816.0,26218.0,26520.0,26520.0,1368239.0712432
2023-06-07 00:00:00,27235.0,27375.0,26136.0,26368.0,26368.0,1179274.86886656
2023-06-06 00:00:00,25729.0,27347.0,25350.0,27226.0,27226.0,1997296.74929886
2023-06-05 00:00:00,27113.0,27129.0,25391.0,25750.0,25750.0,4030267.43515
2023-06-04 00:00:00,27064.0,27448.0,26958.0,27118.0,27118.0,222997.86787824
2023-06-03 00:00:00,27234.0,27326.0,26948.0,27075.0,27075.0,359115.351126
2023-06-02 00:00:00,26817.0,27294.0,26556.0,27239.0,27239.0,763014.7197726901
2023-06-01 00:00:00,27223.0,27351.0,26620.0,26813.0,26813.0,1327090.38516789
2023-05-31 00:00:00,27692.0,27827.0,26843.0,27220.0,27220.0,2098590.0697890003
2023-05-30 00:00:00,27739.0,28037.0,27554.0,27684.0,27684.0,1070847.10786248
2023-05-29 00:00:00,28082.0,28432.0,27542.0,27750.0,27750.0,1547451.365745
2023-05-28 00:00:00,26844.0,28249.0,26793.0,28077.0,28077.0,1788539.58941427
2023-05-27 00:00:00,26702.0,26886.0,26578.0,26857.0,26857.0,177949.69473975
2023-05-26 00:00:00,26482.0,26921.0,26334.0,26713.0,26713.0,539684.0289707701
2023-05-25 00:00:00,26319.0,26621.0,25897.0,26474.0,26474.0,904315.69425358
2023-05-24 00:00:00,27203.0,27203.0,26085.0,26339.0,26339.0,1674094.79096106
2023-05-23 00:00:00,26847.0,27479.0,26817.0,27235.0,27235.0,872550.5876516
2023-05-22 00:00:00,26695.0,27073.0,26543.0,26848.0,26848.0,597272.4989792
2023-05-21 00:00:00,27100.0,27253.0,26674.0,26782.0,26782.0,251037.73648114
2023-05-20 00:00:00,26885.0,27144.0,26844.0,27088.0,27088.0,170898.16111968
2023-05-19 00:00:00,26816.0,27165.0,26653.0,26875.0,26875.0,321414.95063125
2023-05-18 00:00:00,27408.0,27468.0,26372.0,26818.0,26818.0,1265631.86611862
2023-05-17 00:00:00,27036.0,27487.0,26561.0,27408.0,27408.0,1125797.04691296
2023-05-16 00:00:00,27153.0,27288.0,26881.0,27022.0,27022.0,1001554.26652048
2023-05-15 00:00:00,26927.0,27651.0,26733.0,27180.0,27180.0,2652834.7016226
2023-05-14 00:00:00,26779.0,27183.0,26582.0,26900.0,26900.0,681897.2723620001
2023-05-13 00:00:00,26772.0,27047.0,26698.0,26770.0,26770.0,840514.7138461
2023-05-12 00:00:00,26965.0,27067.0,25830.0,26801.0,26801.0,2454827.75849698
2023-05-11 00:00:00,27579.0,27621.0,26726.0,26995.0,26995.0,2894083.16457645
2023-05-10 00:00:00,27632.0,28310.0,26798.0,27635.0,27635.0,6561010.5581119
2023-05-09 00:00:00,27651.0,27809.0,27361.0,27629.0,27629.0,1188515.31624693
2023-05-08 00:00:00,28529.0,28624.0,27288.0,27685.0,27685.0,1968898.4446782
2023-05-07 00:00:00,28856.0,29113.0,28400.0,28428.0,28428.0,1600070.05448136
2023-05-06 00:00:00,29495.0,29804.0,28360.0,28868.0,28868.0,2685906.534318
2023-05-05 00:00:00,28837.0,29651.0,28814.0,29501.0,29501.0,1634403.01962917
2023-05-04 00:00:00,29055.0,29361.0,28679.0,28840.0,28840.0,939445.606596
2023-05-03 00:00:00,28658.0,29263.0,28118.0,28996.0,28996.0,1971676.162401
2023-05-02 00:00:00,27989.0,28869.0,27901.0,28661.0,28661.0,2497034.27946256
2023-05-01 00:00:00,29232.0,29324.0,27677.0,28075.0,28075.0,3604406.5161385
2023-04-30 00:00:00,29120.0,29952.0,29120.0,29223.0,29223.0,1030159.69589493
2023-04-29 00:00:00,29319.0,29429.0,29037.0,29205.0,29205.0,361242.2692989
2023-04-28 00:00:00,29491.0,29558.0,28900.0,29311.0,29311.0,1064086.72185003
2023-04-27 00:00:00,28455.0,29881.0,28445.0,29415.0,29415.0,4398112.7327187
2023-04-26 00:00:00,28288.0,30003.0,27255.0,28336.0,28336.0,6821867.01359856
2023-04-25 00:00:00,27511.0,28367.0,27237.0,28335.0,28335.0,1113489.65315535
2023-04-24 00:00:00,27587.0,28000.0,26935.0,27513.0,27513.0,1249179.14732796
2023-04-23 00:00:00,27811.0,27811.0,27334.0,27580.0,27580.0,3895894.6104386
2023-04-22 00:00:00,27283.0,27875.0,27169.0,27814.0,27814.0,767084.89214572
2023-04-21 00:00:00,28289.0,28343.0,27129.0,27263.0,27263.0,6292207.74069664
2023-04-20 00:00:00,28791.0,29082.0,28012.0,28242.0,28242.0,2944661.94663678
2023-04-19 00:00:00,30351.0,30387.0,28585.0,28824.0,28824.0,7467271.040291761
2023-04-18 00:00:00,29433.0,30450.0,29110.0,30384.0,30384.0,4082751.7654896
2023-04-17 00:00:00,30306.0,30306.0,29250.0,29438.0,29438.0,1691891.97442808
2023-04-16 00:00:00,30293.0,30543.0,30133.0,30301.0,30301.0,602453.46139834
2023-04-15 00:00:00,30460.0,30550.0,30227.0,30300.0,30300.0,517599.034314
2023-04-14 00:00:00,30381.0,31010.0,29975.0,30484.0,30484.0,1969042.8349166
2023-04-13 00:00:00,29899.0,30592.0,29859.0,30383.0,30383.0,1703336.35570876
2023-04-12 00:00:00,30203.0,30466.0,29666.0,29882.0,29882.0,2870985.7288957
2023-04-11 00:00:00,29657.0,30670.0,29605.0,30209.0,30209.0,4222186.18956885
2023-04-10 00:00:00,28323.0,29777.0,28171.0,29647.0,29647.0,3364546.3069255203
2023-04-09 00:00:00,27927.0,28509.0,27819.0,28310.0,28310.0,680707.6043135
2023-04-08 00:00:00,27910.0,28146.0,27864.0,27932.0,27932.0,919730.0194168
2023-04-07 00:00:00,28039.0,28103.0,27806.0,27909.0,27909.0,805054.50705771
2023-04-06 00:00:00,28162.0,28162.0,27742.0,28040.0,28040.0,1143687.6413208
2023-04-05 00:00:00,28159.0,28773.0,27819.0,28202.0,28202.0,2094948.22462958
2023-04-04 00:00:00,27799.0,28421.0,27659.0,28182.0,28182.0,1310786.68097916
2023-04-03 00:00:00,28155.0,28508.0,27218.0,27809.0,27809.0,8267171.44427275
2023-04-02 00:00:00,28459.0,28517.0,27853.0,28165.0,28165.0,2344006.9150718
2023-04-01 00:00:00,28460.0,28812.0,28230.0,28468.0,28468.0,530324.0606444
2023-03-31 00:00:00,28032.0,28662.0,27551.0,28481.0,28481.0,2029122.29209152
2023-03-30 00:00:00,28348.0,29182.0,27690.0,28043.0,28043.0,3051504.42701256
2023-03-29 00:00:00,27265.0,28625.0,27256.0,28350.0,28350.0,3078455.291604
2023-03-28 00:00:00,27145.0,27514.0,26636.0,27264.0,27264.0,2799158.62624128
2023-03-27 00:00:00,27972.0,28020.0,26568.0,27127.0,27127.0,3553730.7864483697
2023-03-26 00:00:00,27464.0,28158.0,27430.0,27966.0,27966.0,878031.1896477
2023-03-25 00:00:00,27444.0,27754.0,27175.0,27475.0,27475.0,928519.78590875
2023-03-24 00:00:00,28294.0,28364.0,26933.0,27433.0,27433.0,3720428.5940286494
2023-03-23 00:00:00,27250.0,28748.0,27131.0,28320.0,28320.0,3977454.8095584
2023-03-22 00:00:00,28107.0,28813.0,26655.0,27273.0,27273.0,2699985.01376196
2023-03-21 00:00:00,27731.0,28410.0,27362.0,28147.0,28147.0,1181655.3127134
2023-03-20 00:00:00,27997.0,28454.0,27149.0,27677.0,27677.0,9417726.30066554
2023-03-19 00:00:00,27021.0,28372.0,26840.0,27920.0,27920.0,2616145.1677608
2023-03-18 00:00:00,27393.0,27708.0,26603.0,26907.0,26907.0,1859396.98437609
2023-03-17 00:00:00,25002.0,27746.0,24911.0,27407.0,27407.0,6365461.05338619
2023-03-16 00:00:00,24318.0,25161.0,24135.0,25007.0,25007.0,3636162.1141466494
2023-03-15 00:00:00,24697.0,25150.0,23838.0,24287.0,24287.0,3982562.8668305
2023-03-14 00:00:00,24110.0,26378.0,24004.0,24696.0,24696.0,5381446.34347488
2023-03-13 00:00:00,22015.0,24478.0,21038.0,24108.0,24108.0,2274459.44611536
2023-03-12 00:00:00,20469.0,22141.0,20321.0,22039.0,22039.0,1223303.56146181
2023-03-11 00:00:00,20216.0,20681.0,19803.0,20462.0,20462.0,2184473.5755640203
2023-03-10 00:00:00,20331.0,20331.0,19568.0,20112.0,20112.0,2180634.39312864
2023-03-09 00:00:00,21722.0,21803.0,20097.0,20370.0,20370.0,1316912.3306115
2023-03-08 00:00:00,22245.0,22273.0,21640.0,21710.0,21710.0,1410447.6168042
2023-03-07 00:00:00,22420.0,22522.0,21955.0,22218.0,22218.0,1179278.46206772
2023-03-06 00:00:00,22435.0,22603.0,22268.0,22416.0,22416.0,980597.72789664
2023-03-05 00:00:00,22353.0,22645.0,22216.0,22444.0,22444.0,497335.13646668
2023-03-04 00:00:00,22347.0,22402.0,22202.0,22331.0,22331.0,129955.44766315
2023-03-03 00:00:00,23462.0,23464.0,22000.0,22342.0,22342.0,1399694.92356546
2023-03-02 00:00:00,23666.0,23779.0,23242.0,23507.0,23507.0,1816449.43012621
2023-03-01 00:00:00,23148.0,23987.0,23042.0,23626.0,23626.0,3227959.0620246404
2023-02-28 00:00:00,23488.0,23586.0,23040.0,23151.0,23151.0,960103.66024635
2023-02-27 00:00:00,23517.0,23858.0,23129.0,23508.0,23508.0,987809.29643736
2023-02-26 00:00:00,23137.0,23700.0,23076.0,23515.0,23515.0,538620.02316295
2023-02-25 00:00:00,23192.0,23197.0,22746.0,23147.0,23147.0,609074.4930362799
2023-02-24 00:00:00,23925.0,24120.0,22859.0,23194.0,23194.0,1331263.80250912
2023-02-23 00:00:00,24198.0,24596.0,23650.0,23947.0,23947.0,1010500.41651636
2023-02-22 00:00:00,24466.0,24466.0,23597.0,24172.0,24172.0,1189652.27840648
2023-02-21 00:00:00,24889.0,25256.0,24184.0,24426.0,24426.0,1265644.31140206
2023-02-20 00:00:00,24307.0,25100.0,23876.0,24823.0,24823.0,1812376.81592834
2023-02-19 00:00:00,24636.0,25167.0,24220.0,24225.0,24225.0,841942.3280235
2023-02-18 00:00:00,24574.0,24801.0,24446.0,24634.0,24634.0,489007.91283646
2023-02-17 00:00:00,23500.0,25000.0,23385.0,24636.0,24636.0,1705879.8030061205
2023-02-16 00:00:00,24337.0,25207.0,23521.0,23589.0,23589.0,2021715.7627122
2023-02-15 00:00:00,22190.0,24371.0,22091.0,24338.0,24338.0,1729931.0845908
2023-02-14 00:00:00,21764.0,22307.0,21562.0,22204.0,22204.0,513527.45346448
2023-02-13 00:00:00,21800.0,21891.0,21378.0,21803.0,21803.0,316074.75644918
2023-02-12 00:00:00,21860.0,22038.0,21681.0,21783.0,21783.0,144079.61994188998
2023-02-11 00:00:00,21634.0,21841.0,21632.0,21836.0,21836.0,62842.62730972
2023-02-10 00:00:00,21889.0,21905.0,21449.0,21633.0,21633.0,440335.45524597
2023-02-09 00:00:00,22962.0,23006.0,21719.0,21812.0,21812.0,1960164.54831512
2023-02-08 00:00:00,23300.0,23409.0,22700.0,22959.0,22959.0,249982.35277824
2023-02-07 00:00:00,22789.0,23328.0,22780.0,23289.0,23289.0,324734.83651959
2023-02-06 00:00:00,22932.0,23137.0,22300.0,22774.0,22774.0,2187945.4895689
2023-02-05 00:00:00,23334.0,23425.0,22760.0,22955.0,22955.0,869597.58945645
2023-02-04 00:00:00,23430.0,23571.0,23266.0,23315.0,23315.0,250521.56234925
2023-02-03 00:00:00,23507.0,23698.0,23244.0,23434.0,23434.0,807803.90751086
2023-02-02 00:00:00,23745.0,24244.0,23400.0,23473.0,23473.0,1692285.07307144
2023-02-01 00:00:00,23132.0,23800.0,22779.0,23721.0,23721.0,1093975.05434097
2023-01-31 00:00:00,22823.0,23300.0,22727.0,23136.0,23136.0,526348.77341952
2023-01-30 00:00:00,23742.0,23772.0,22505.0,22823.0,22823.0,1853127.13269754
2023-01-29 00:00:00,23029.0,23948.0,22981.0,23783.0,23783.0,849040.9956421499
2023-01-28 00:00:00,23054.0,23158.0,22889.0,22982.0,22982.0,359187.66801138
2023-01-27 00:00:00,23022.0,23484.0,22561.0,23054.0,23054.0,1245921.75633994
2023-01-26 00:00:00,23116.0,23260.0,22872.0,23021.0,23021.0,1231175.47381577
2023-01-25 00:00:00,22643.0,23810.0,22337.0,23042.0,23042.0,1584007.62399742
2023-01-24 00:00:00,22913.0,23141.0,22488.0,22583.0,22583.0,1659691.96485587
2023-01-23 00:00:00,22706.0,23143.0,22521.0,22952.0,22952.0,765744.71113136
2023-01-22 00:00:00,22765.0,23063.0,22259.0,22710.0,22710.0,2087808.9376899
2023-01-21 00:00:00,22671.0,23358.0,22446.0,22777.0,22777.0,3205426.5615669703
2023-01-20 00:00:00,21072.0,22741.0,20876.0,22693.0,22693.0,3068077.9259449
2023-01-19 00:00:00,20676.0,21175.0,20653.0,21125.0,21125.0,1771492.83322375
2023-01-18 00:00:00,21135.0,21631.0,20416.0,20664.0,20664.0,2324630.610288
2023-01-17 00:00:00,21171.0,21606.0,20853.0,21135.0,21135.0,1269096.1115715
2023-01-16 00:00:00,20852.0,21451.0,20644.0,21185.0,21185.0,2449057.47924925
2023-01-15 00:00:00,20932.0,21040.0,20301.0,20870.0,20870.0,1487092.0933442
2023-01-14 00:00:00,19935.0,21300.0,19897.0,20946.0,20946.0,7327049.51341878
2023-01-13 00:00:00,18878.0,19974.0,18723.0,19928.0,19928.0,4506605.33775904
2023-01-12 00:00:00,17956.0,19107.0,17879.0,18854.0,18854.0,5810679.6287034005
2023-01-11 00:00:00,17438.0,17992.0,17322.0,17954.0,17954.0,604551.38906024
2023-01-10 00:00:00,17191.0,17489.0,17152.0,17447.0,17447.0,850588.7698704901
2023-01-09 00:00:00,17135.0,17396.0,17107.0,17189.0,17189.0,1803970.27722972
2023-01-08 00:00:00,16955.0,17158.0,16914.0,17114.0,17114.0,402843.63622348
2023-01-07 00:00:00,16948.0,16974.0,16906.0,16947.0,16947.0,776034.43161741
2023-01-06 00:00:00,16835.0,17020.0,16689.0,16949.0,16949.0,909124.45424695
2023-01-05 00:00:00,16859.0,16879.0,16764.0,16833.0,16833.0,1337789.6322866098
2023-01-04 00:00:00,16672.0,16988.0,16662.0,16849.0,16849.0,727556.54954059
2023-01-03 00:00:00,16670.0,16766.0,15000.0,16678.0,16678.0,1424534.60243914
2023-01-02 00:00:00,16600.0,16768.0,16561.0,16674.0,16674.0,123538.20256932
2023-01-01 00:00:00,16540.0,16626.0,16505.0,16609.0,16609.0,93634.95869067
2022-12-31 00:00:00,16571.0,16635.0,16493.0,16540.0,16540.0,311079.5229038
2022-12-30 00:00:00,16636.0,16678.0,16354.0,16609.0,16609.0,346329.99121089
2022-12-29 00:00:00,16552.0,16658.0,16506.0,16639.0,16639.0,334085.59926819
2022-12-28 00:00:00,16707.0,16759.0,16455.0,16547.0,16547.0,213172.83284659
2022-12-27 00:00:00,16920.0,16966.0,16613.0,16700.0,16700.0,204034.078316
2022-12-26 00:00:00,16836.0,16943.0,16803.0,16920.0,16920.0,225466.7583276
2022-12-25 00:00:00,16838.0,16848.0,16726.0,16824.0,16824.0,121213.19735352
2022-12-24 00:00:00,16801.0,16856.0,16801.0,16838.0,16838.0,147764.76496762
2022-12-23 00:00:00,16821.0,16929.0,16738.0,16782.0,16782.0,269037.6063663
2022-12-22 00:00:00,16826.0,16857.0,16578.0,16828.0,16828.0,997829.30355108
2022-12-21 00:00:00,16891.0,16915.0,16737.0,16834.0,16834.0,1152722.08232342
2022-12-20 00:00:00,16432.0,17059.0,16408.0,16893.0,16893.0,1071611.08885323
2022-12-19 00:00:00,16743.0,16811.0,16244.0,16425.0,16425.0,370331.481051
2022-12-18 00:00:00,16786.0,16825.0,16668.0,16743.0,16743.0,159947.66346894
2022-12-17 00:00:00,16628.0,16795.0,16586.0,16784.0,16784.0,792319.05070208
2022-12-16 00:00:00,17355.0,17534.0,16540.0,16627.0,16627.0,2243570.13112427
2022-12-15 00:00:00,17806.0,17897.0,17294.0,17354.0,17354.0,4875369.1003218
2022-12-14 00:00:00,17774.0,18371.0,17671.0,17799.0,17799.0,4713153.93642465
2022-12-13 00:00:00,17228.0,18000.0,17088.0,17777.0,17777.0,1952129.99555381
2022-12-12 00:00:00,17083.0,17225.0,16867.0,17205.0,17205.0,153388.75211114998
2022-12-11 00:00:00,17122.0,17257.0,17076.0,17097.0,17097.0,94067.89010259
2022-12-10 00:00:00,17134.0,17203.0,17102.0,17125.0,17125.0,57787.14611625
2022-12-09 00:00:00,17217.0,17337.0,17037.0,17147.0,17147.0,115860.37019596
2022-12-08 00:00:00,16834.0,17281.0,16750.0,17219.0,17219.0,225273.64270758
2022-12-07 00:00:00,17078.0,17122.0,16741.0,16829.0,16829.0,155108.40218135
2022-12-06 00:00:00,16966.0,17100.0,16911.0,17073.0,17073.0,120849.41820105
2022-12-05 00:00:00,17094.0,17421.0,16881.0,16961.0,16961.0,391784.43229681
2022-12-04 00:00:00,16945.0,17194.0,16916.0,17115.0,17115.0,519156.78948735
2022-12-03 00:00:00,17098.0,17136.0,16861.0,16892.0,16892.0,66414.32640032
2022-12-02 00:00:00,16975.0,17088.0,16800.0,17078.0,17078.0,355185.1947231
2022-12-01 00:00:00,17169.0,17250.0,16864.0,16975.0,16975.0,635051.51060575
2022-11-30 00:00:00,16454.0,17249.0,16429.0,17184.0,17184.0,926234.21331936
2022-11-29 00:00:00,16215.0,16537.0,16107.0,16449.0,16449.0,592353.9793704001
2022-11-28 00:00:00,16433.0,16487.0,16006.0,16211.0,16211.0,659008.27512
2022-11-27 00:00:00,16458.0,16598.0,16420.0,16430.0,16430.0,413046.8472942
2022-11-26 00:00:00,16521.0,16692.0,16389.0,16454.0,16454.0,689216.01460018
2022-11-25 00:00:00,16595.0,16626.0,16360.0,16517.0,16517.0,911962.469622
2022-11-24 00:00:00,16612.0,16822.0,16470.0,16618.0,16618.0,1699307.9078318002
2022-11-23 00:00:00,16215.0,16670.0,16172.0,16670.0,16670.0,1206887.3800435
2022-11-22 00:00:00,15781.0,16329.0,15637.0,16181.0,16181.0,738605.7496753101
2022-11-21 00:00:00,16285.0,16286.0,15485.0,15789.0,15789.0,780073.58456406
2022-11-20 00:00:00,16703.0,16748.0,16189.0,16279.0,16279.0,729048.0280532
2022-11-19 00:00:00,16695.0,16816.0,16545.0,16704.0,16704.0,2288469.40266816
2022-11-18 00:00:00,16693.0,17000.0,16552.0,16703.0,16703.0,421391.80386624
2022-11-17 00:00:00,16675.0,16752.0,16411.0,16693.0,16693.0,399057.51807623
2022-11-16 00:00:00,16900.0,17000.0,16394.0,16662.0,16662.0,4196615.0878353
2022-11-15 00:00:00,16592.0,17121.0,16540.0,16900.0,16900.0,2251072.790967
2022-11-14 00:00:00,16320.0,17162.0,15836.0,16614.0,16614.0,2767008.85767774
2022-11-13 00:00:00,16786.0,16950.0,16285.0,16336.0,16336.0,855319.23563488
2022-11-12 00:00:00,17063.0,17118.0,16629.0,16789.0,16789.0,575434.3352127101
2022-11-11 00:00:00,17569.0,17787.0,16400.0,17030.0,17030.0,1700497.2580869
2022-11-10 00:00:00,15964.0,18036.0,15823.0,17517.0,17517.0,4193023.05326505
2022-11-09 00:00:00,18509.0,18571.0,15621.0,15930.0,15930.0,3010727.0340819
2022-11-08 00:00:00,20596.0,20666.0,17180.0,18541.0,18541.0,5201574.183925
2022-11-07 00:00:00,20905.0,21050.0,20400.0,20597.0,20597.0,1092079.33896893
2022-11-06 00:00:00,21302.0,21362.0,20884.0,20905.0,20905.0,502669.4482384
2022-11-05 00:00:00,21155.0,21459.0,21080.0,21293.0,21293.0,498155.36635971
2022-11-04 00:00:00,20200.0,21244.0,20184.0,21153.0,21153.0,1210918.98189933
2022-11-03 00:00:00,20148.0,20391.0,20031.0,20200.0,20200.0,799593.10643
2022-11-02 00:00:00,20486.0,20801.0,20066.0,20151.0,20151.0,1261066.8756033
2022-11-01 00:00:00,20484.0,20672.0,20352.0,20482.0,20482.0,440273.4946841
2022-10-31 00:00:00,20642.0,20832.0,20266.0,20497.0,20497.0,525759.21164135
2022-10-30 00:00:00,20812.0,20922.0,20519.0,20595.0,20595.0,776082.47921235
2022-10-29 00:00:00,20587.0,21039.0,20571.0,20814.0,20814.0,1820112.83263332
2022-10-28 00:00:00,20263.0,20735.0,20000.0,20600.0,20600.0,749552.1434279999
2022-10-27 00:00:00,20758.0,20850.0,20216.0,20257.0,20257.0,405709.52373187
2022-10-26 00:00:00,20125.0,21000.0,20125.0,20776.0,20776.0,632402.64956232
2022-10-25 00:00:00,19307.0,20400.0,19259.0,20066.0,20066.0,644826.1945817601
2022-10-24 00:00:00,19544.0,19544.0,19171.0,19337.0,19337.0,629178.59120084
2022-10-23 00:00:00,19202.0,19685.0,19090.0,19544.0,19544.0,291508.11141312
2022-10-22 00:00:00,19170.0,19246.0,19140.0,19199.0,19199.0,187559.89449068
2022-10-21 00:00:00,19044.0,19240.0,18660.0,19166.0,19166.0,1266167.30959936
2022-10-20 00:00:00,19159.0,19320.0,18936.0,19000.0,19000.0,390610.21142
2022-10-19 00:00:00,19328.0,19344.0,19076.0,19115.0,19115.0,194472.36954825
